[12нояб.2022 23:24:44.130] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.1.52, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[12нояб.2022 23:24:44.136] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 19.0.1 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[12нояб.2022 23:24:44.282] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/gogus/Downloads/MinecraftServer/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2378!/ Service=ModLauncher Env=SERVER
[12нояб.2022 23:24:44.322] [main/WARN] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Configuration file C:\Users\gogus\Downloads\MinecraftServer\config\fml.toml is not correct. Correcting
[12нояб.2022 23:24:44.526] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\gogus\Downloads\MinecraftServer\libraries\net\minecraftforge\fmlcore\1.19.2-43.1.52\fmlcore-1.19.2-43.1.52.jar is missing mods.toml file
[12нояб.2022 23:24:44.533] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\gogus\Downloads\MinecraftServer\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.1.52\javafmllanguage-1.19.2-43.1.52.jar is missing mods.toml file
[12нояб.2022 23:24:44.537] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\gogus\Downloads\MinecraftServer\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.1.52\lowcodelanguage-1.19.2-43.1.52.jar is missing mods.toml file
[12нояб.2022 23:24:44.542] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\gogus\Downloads\MinecraftServer\libraries\net\minecraftforge\mclanguage\1.19.2-43.1.52\mclanguage-1.19.2-43.1.52.jar is missing mods.toml file
[12нояб.2022 23:24:44.637] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[12нояб.2022 23:24:45.963] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[12нояб.2022 23:24:50.362] [main/INFO] [net.minecraft.util.datafix.DataFixers/]: Building unoptimized datafixer
[12нояб.2022 23:24:52.187] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 43.1.52, for MC 1.19.2 with MCP 20220805.130853
[12нояб.2022 23:24:52.190] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v43.1.52 Initialized
[12нояб.2022 23:24:52.572] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file C:\Users\gogus\Downloads\MinecraftServer\config\forge-common.toml is not correct. Correcting
[12нояб.2022 23:24:53.451] [main/ERROR] [net.minecraft.server.dedicated.Settings/]: Failed to load properties from file: server.properties
[12нояб.2022 23:24:53.478] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[12нояб.2022 23:24:53.504] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/C:/Users/gogus/Downloads/MinecraftServer/libraries/net/minecraft/server/1.19.2-20220805.130853/server-1.19.2-20220805.130853-srg.jar%23129!/assets/.mcassetsroot' uses unexpected schema
[12нояб.2022 23:24:53.505] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/C:/Users/gogus/Downloads/MinecraftServer/libraries/net/minecraft/server/1.19.2-20220805.130853/server-1.19.2-20220805.130853-srg.jar%23129!/data/.mcassetsroot' uses unexpected schema
[12нояб.2022 23:24:55.793] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 7 recipes
[12нояб.2022 23:24:56.430] [main/INFO] [net.minecraft.advancements.AdvancementList/]: Loaded 1179 advancements
[12нояб.2022 23:24:57.033] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.19.2
[12нояб.2022 23:24:57.034] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[12нояб.2022 23:24:57.035] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[12нояб.2022 23:24:57.035] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[12нояб.2022 23:24:57.130] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:25565
[12нояб.2022 23:24:57.181] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using default channel type
[12нояб.2022 23:24:57.524] [Server thread/INFO] [Minecraft/]: This server is running Mohist version 1.19.2-69 (MC: 1.19.2) (Implementing API version 1.19.2-R0.1-SNAPSHOT, Forge version 43.1.52)
[12нояб.2022 23:24:58.144] [Server thread/INFO] [Minecraft/]: Debug logging is enabled
[12нояб.2022 23:24:58.146] [Server thread/INFO] [/]: Server Ping Player Sample Count: 12
[12нояб.2022 23:24:58.149] [Server thread/INFO] [Minecraft/]: Using 4 threads for Netty based IO
[12нояб.2022 23:24:58.162] [Server thread/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file .\world\serverconfig\forge-server.toml is not correct. Correcting
[12нояб.2022 23:24:58.201] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Preparing level "world"
[12нояб.2022 23:25:11.287] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Preparing start region for dimension minecraft:overworld
[12нояб.2022 23:25:12.198] [Worker-Main-7/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12нояб.2022 23:25:12.200] [Worker-Main-7/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12нояб.2022 23:25:12.288] [Worker-Main-5/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12нояб.2022 23:25:12.789] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12нояб.2022 23:25:13.317] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12нояб.2022 23:25:13.791] [Worker-Main-11/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 1%
[12нояб.2022 23:25:14.295] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 1%
[12нояб.2022 23:25:14.797] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 2%
[12нояб.2022 23:25:15.312] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 3%
[12нояб.2022 23:25:15.799] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 4%
[12нояб.2022 23:25:16.293] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 6%
[12нояб.2022 23:25:16.788] [Worker-Main-10/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 7%
[12нояб.2022 23:25:17.288] [Worker-Main-11/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 9%
[12нояб.2022 23:25:17.789] [Worker-Main-11/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 12%
[12нояб.2022 23:25:18.303] [Worker-Main-8/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 13%
[12нояб.2022 23:25:18.790] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 16%
[12нояб.2022 23:25:19.292] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 18%
[12нояб.2022 23:25:19.789] [Worker-Main-11/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 20%
[12нояб.2022 23:25:20.288] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 21%
[12нояб.2022 23:25:20.788] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 24%
[12нояб.2022 23:25:21.314] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 27%
[12нояб.2022 23:25:21.788] [Worker-Main-7/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 30%
[12нояб.2022 23:25:22.290] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 32%
[12нояб.2022 23:25:23.780] [Worker-Main-5/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 33%
[12нояб.2022 23:25:23.780] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 33%
[12нояб.2022 23:25:23.794] [Worker-Main-6/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 34%
[12нояб.2022 23:25:24.289] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 36%
[12нояб.2022 23:25:24.833] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 40%
[12нояб.2022 23:25:25.289] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 43%
[12нояб.2022 23:25:25.791] [Worker-Main-7/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 45%
[12нояб.2022 23:25:26.296] [Worker-Main-10/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 49%
[12нояб.2022 23:25:26.789] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 53%
[12нояб.2022 23:25:27.291] [Worker-Main-10/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 55%
[12нояб.2022 23:25:27.793] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 58%
[12нояб.2022 23:25:28.291] [Worker-Main-5/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 61%
[12нояб.2022 23:25:28.792] [Worker-Main-10/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 65%
[12нояб.2022 23:25:29.303] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 69%
[12нояб.2022 23:25:29.792] [Worker-Main-10/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 71%
[12нояб.2022 23:25:30.303] [Worker-Main-7/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 75%
[12нояб.2022 23:25:30.788] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 79%
[12нояб.2022 23:25:31.293] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 83%
[12нояб.2022 23:25:31.788] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 84%
[12нояб.2022 23:25:32.295] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 88%
[12нояб.2022 23:25:32.788] [Worker-Main-10/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 91%
[12нояб.2022 23:25:33.313] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 94%
